Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
slovakia,"The constitution provides for an independent judiciary. However, there is a widespread perception of a lack of transparency and of corruption within the judicial system. In January 2022, the Council of Europe’s Group of States against Corruption (GRECO) issued a compliance report concluding that that Slovak authorities had satisfactorily implemented only 2 of 21 recommendations it issued in 2019; that 3 been partly implemented, and 16 had not been implemented at all. The report also criticized the government’s slow progress in introducing measures to prevent corruption in Slovakia’s judiciary and prosecutorial systems.Recent measures intended to enhance the quality of judicial decisions and to strengthen the judiciary’s efficiency include creation of a new specialized court—the Supreme Administrative Court—in August 2021. In addition to hearing cases on matters of administrative law, the newly established court will carry out disciplinary proceedings against judges and prosecutors.",3,"Due process usually prevails in civil and criminal matters. However, there have been reports of warrantless detentions or detentions otherwise carried out without other appropriate authorization.",3,"While Slovakia is free from war, insurgencies, and high rates of violent crime, police abuse of suspects is a persistent problem. Reports of police violence against Roma emerge frequently.",3,"Roma face persistent discrimination in many forms, including from public officials and in employment. Romany children in primary schools are regularly segregated into Roma-only classes, and many are educated in schools meant to serve children with cognitive disabilities. In May 2022, a district court ruled in favor of giving financial compensation to a Romany man with special needs who was illegally detained for several weeks in 2013. Roma have been among the most visible victims of rising far right White-supremacist sentiment in Slovak society. Extremist opinions and hate speech against ethnic and religious minorities, including Roma, have grown more vitriolic in recent years.Women are underrepresented in senior-level business and government positions. A 2021 report by the Gender Equality Index, issued by the European Institute for Gender Equality, indicated that the private-sector pay gap between men and women in Slovakia has closed modestly, but remained among the worst in the European Union.Though there are antidiscrimination laws in place, discrimination against members of minority groups often goes unreported. Police do not always investigate or take action in cases of discrimination on the basis of gender identity or sexual orientation. A 2022 poll by Slovakia’s Institute for Public Issues (IVO) showed that almost a third of respondents had witnessed or experienced discrimination on the basis of age, typically in the labor market, in health care, and in the provision of social services.Slovakia receives very few asylum applications, and primarily functions as a transit country for asylum seekers. However, Slovak authorities apply asylum protections restrictively: just 23 of 547 applicants were granted asylum in 2022.",3
slovenia,"The constitution provides for an independent judiciary. Since taking office, the GS-led coalition has declared its intention to respect the branch’s independence. In September 2022, the government proposed a constitutional amendment that would empower the president to provide final approval for many judicial appointments, though the National Assembly would retain the power to approve Constitutional Court judges.Public perception of the judiciary has improved in recent years; according to a survey conducted in 2021 and released in September 2022, 28 percent of respondents voiced distrust in the branch, an improvement over the 43 percent figure recorded in 2019. The 2022 edition of the EU Justice Scoreboard also showed that public increasingly trusts the Slovenian judiciary.Judicial efficiency has also improved, though minimal progress in addressing a backlog has been achieved. Judges usually rule in a timely manner. Those working in the judicial branch have complained about inadequate infrastructure and working conditions.",4,The rule of law is respected in civil and criminal matters. Programs aimed at reducing court backlogs have seen some success.,4,"People in Slovenia are generally free from threats of physical force. However, the national police noted an increase in murder and manslaughter in its August 2022 report, which covered the first half of the year. Prison conditions meet international standards, though overcrowding has been reported.",4,"Some deficiencies impede the protection of equal rights in Slovenia. Roma face widespread poverty, are subjected to hate speech, are socially marginalized, and lack access to early and secondary education, legal housing, and basic utilities.Though legal protections against discrimination based on sexual orientation exist, anti-LGBT+ discrimination remains a challenge. Ahead of the June 2022 Ljubljana pride parade, posters from an LGBT+ outreach campaign were defaced with anti-LGBT+ messages, some of which called for violence against LGBT+ people. Organizers also reported that threatening messages were shared on social media ahead of the parade.Students with disabilities have difficulty accessing educational services. In July 2022, the Advocate of the Principle of Equality reported that only a quarter of the country’s high schools were fully accessible to those with impaired mobility.In February 2022, then president Pahor offered a formal apology to the Erased, referring to 25,000 people whose residency documents were deleted by authorities in 1992; the affected people were citizens of the former Yugoslavia who had not applied for Slovenian citizenship after independence. The Slovenia Peace Institute welcomed Pahor’s apology but noted that some of the Erased have not received compensation. While the previous government restricted the rights of refugees and asylum seekers, the current administration has begun consultation on a new migration policy, which it says will address asylum practices. Some 8,200 Ukrainian refugees and 7,800 Ukrainians registered for temporary protection resided in Slovenia as of September 2022, according to the Office of the UN High Commissioner for Refugees (UNHCR). The UNHCR lauded Slovenia as a “welcoming environment for refugees,” but warned that the country was under strain due to the number of refugees and asylum seekers. In November, the government extended its temporary protection scheme for Ukrainians through March 2024.",3
solomon-islands,"The judiciary has a reputation for independence, though a severe lack of resources has contributed to case backlogs. Judges are appointed by the governor general on the advice of an impartial Judicial and Legal Service Commission. The Court of Appeal is mainly reliant on foreign judges.",4,Limited resources and capacity restraints are responsible for somewhat common due-process deficiencies. Half of the country’s prison inmates are on remand awaiting trial due to case backlogs.,2,"There are few major threats to physical security, though crime remains a problem in some areas. While the country has a history of internal conflict, the threat has subsided over the past two decades, thanks in large part to security aid from international partners. The police force, which was disarmed in 2003, has been entirely rebuilt with the help of the Australian-led Regional Assistance Mission to the Solomon Islands (RAMSI), which launched that year. Mostyn Mangau became the first locally appointed police commissioner in 19 years when he took the post in 2020. In the wake of the November 2021 riots, Chinese police were deployed in March 2022 to train Solomon Islands police officers in combat skills and emergency crowd management. The unpublished security agreement reached with China in April 2022 reportedly allows for the deployment of Chinese armed police to help control disturbances in the country and protect foreign-owned capital assets.",3,"The constitution prohibits discrimination based on race, place of origin, sex, and some other categories, but the legal framework does not provide robust protections. De facto discrimination limits economic opportunities for women. Same-sex sexual activity can be punished with up to 14 years’ imprisonment. While cases are reportedly rare, the government has resisted international pressure to decriminalize such activity.Discrimination based on regional differences also remains a factor. The Guadalcanal Plains Palm Oil Ltd. (GPPOL) operation on northern Guadalcanal, one of the country’s biggest employers, avoids employing laborers from Malaita, even on a casual basis, for fear of antagonizing local communities.Ethnic Chinese residents also face discrimination. Businesses and buildings owned or operated by ethnic Chinese were targeted during the unrest following Sogavare’s appointment in 2019, while Honiara’s Chinatown was largely destroyed during the November 2021 riots.",2
somalia,"The judicial system in Somalia is fractured, understaffed, and rife with corruption. Its authority is not widely respected, with state officials ignoring court rulings and citizens often turning to Islamic or customary law as alternatives.In 2020, the cabinet approved the appointment of five members to the Judicial Service Commission, a constitutionally required body tasked with overseeing the federal courts. Political opposition and civil society groups argued that the appointments were made without proper authority or consideration of the candidates’ qualifications and independence.",0,"The country’s police, intelligence, and military services do not observe safeguards against arbitrary arrest and detention, and their work is undermined by corruption. Clan politics and other external factors often play a role in the outcome of court cases. Military courts routinely try civilians, including for terrorism-related offenses, and do not respect basic international standards for due process.",0,"The ongoing armed conflict with the Shabaab has featured numerous terrorist attacks on government, international, and civilian targets, as well as indiscriminate lethal violence and excessive force against civilians by government security services, international troops, and local militias. The Shabaab also engage in public executions of those they suspect of working with the government or international forces.Hundreds of civilians were killed by the Shabaab in 2022, whether through bombings, assassinations, or clashes between Shabaab militants and villagers. The Shabaab stepped up attacks during the elections period in 2022, assassinating at least five candidates and disrupting voting in several areas. In March, 48 people, including a legislator, were killed in an attack on the seat of government in Beledweyne, capital of the Hiran region.The AU Transition Mission in Somalia (ATMIS) began operations in April 2022, replacing the AU Mission in Somalia (AMISOM), the force that had been assisting Mogadishu in its fight against the Shabaab.Tensions increased in Galmudug State in 2021 following fighting between the Ahlu Sunna Wal Jama (ASWJ) militia and state and federal security forces. Negotiations to resolve the ASWJ’s political status within the Galmudug administration continued in 2022.Government authorities carry out executions ordered by military courts after flawed proceedings. Detainees in government custody are at risk of torture, and perpetrators generally enjoy impunity.",0,"While the provisional constitution and legal system offer some formal protections against discrimination based on sex, clan, and other categories, they have little force in practice. Women face widespread disadvantages in areas including housing, education, and employment, and members of marginalized clans and some non-Somali ethnic groups suffer disproportionately from economic exclusion and violence. LGBT+ people generally do not make their identity public. Same-sex sexual activity can be punished with up to three years in prison under the penal code, and individuals accused of engaging in such activity are subject to execution in Shabaab-controlled areas.",0
south-africa,"The constitution guarantees judicial independence, and courts operate with substantial autonomy in practice. Courts have ruled against the government in several high-profile cases, including in September 2022, when the High Court ruled against the government to order that Ramaphosa’s June suspension of the public protector, who had been investigating several corruption allegations made against the president, could “reasonably be seen as retaliation” and must be lifted. However, prosecutorial independence in South Africa has been undermined in recent years, with the National Prosecuting Authority (NPA) experiencing a string of politically motivated appointments and ousters. In 2018, President Ramaphosa appointed a new NPA head who has worked to reform the institution. In October 2019, the NPA further bolstered its capacity when it hired several private lawyers to prosecute state capture cases.In April 2022, President Ramaphosa appointed Raymond Zondo, head of the state capture inquiry that found extensive evidence of corruption within the government and the ruling ANC, as Chief Justice of South Africa.",3,"Shortages of judicial staff and a lack of financial resources undermine defendants’ due process rights, including the right to a timely trial and state-funded legal counsel. Many detainees wait months for their trials to begin, and some are held beyond the legal maximum of two years.",2,"Despite constitutional prohibitions, police torture and use of excessive force during arrests, interrogations, and detention are commonly reported. The Independent Police Investigative Directorate (IPID) is legally required to investigate allegations of police offenses or misconduct. In its report for 2021–22, the IPID reported 633 cases of death either in police custody or as a result of police action, 99 cases of rape by police officers, 192 incidents of torture, and 3,407 cases of assault. Official statistics released in 2022 continued to show a high rate of violent crimes in some parts of the country.In July 2021, riots and looting broke out in KwaZulu-Natal and Gauteng provinces, sparked by the jailing of former president Zuma. Though security forces were largely restrained in their response, more than 350 people were killed in the violence.",2,"The constitution prohibits discrimination based on a range of categories, including race, sexual orientation, and culture. State bodies such as the South African Human Rights Commission (SAHRC) and the Office of the Public Protector are empowered to investigate and prosecute discrimination cases. Affirmative-action legislation has benefited previously disadvantaged racial groups in public and private employment and in education, but racial imbalances in the workforce persist. White people, constituting a small minority, still own a majority of the country’s business assets. The Khoikhoi and Khomani San peoples suffer from social and legal discrimination.The constitution guarantees equal rights for women, which are actively promoted by the Commission on Gender Equality. Nevertheless, women are subject to wage discrimination in the workplace and are poorly represented in top management positions.Xenophobic violence against immigrants from other African countries has broken out in recent years. The government’s 2019 National Action Plan to Combat Racism, Racial Discrimination, Xenophobia, and Related Intolerance (NAP) has largely failed to improve accountability for perpetrators of xenophobic abuse and provide justice for their victims. Political leadership on countering xenophobic violence has been lacking, and in some cases political leaders have blamed foreign nationals for their own failure to deliver on political promises. Then state security minister Ayanda Dlodlo announced in July 2021 that authorities were investigating attacks on foreign nationals during the violence in Gauteng and KwaZulu-Natal that month.South Africa’s asylum system is hampered by delays and administrative errors, leading to a backlog of hundreds of thousands of applications. Asylum seekers living in the country often lack official documentation that guarantees access to local services, and asylum applications are almost always rejected when they are processed.Services and accommodations for disabled people remain generally inadequate, especially in the education sector. Human Rights Watch (HRW) has reported that disabled schoolchildren are often excluded from the mainstream education system and are instead enrolled in special schools that do not consistently support their developmental needs.",2
south-korea,"The chief justice and justices of the Supreme Court are appointed by the president with the consent of the National Assembly. Appointments are made based on recommendations from the chief justice, who is assisted by an expert advisory committee. The chief justice is also responsible for lower-court appointments, with the consent of the other Supreme Court justices. The president, National Assembly, and chief justice each nominate three members of the Constitutional Court. The judiciary is generally considered to be independent, but senior judges were ensnared in corruption scandals in recent years.",3,"Judges render verdicts in all cases. While there is no trial by jury, an advisory jury system has been in place since 2008, and judges largely respect juries’ decisions. Ordinary legal proceedings are generally considered fair, but the courts have sometimes been accused of denying due process and impartiality to defendants in NSL cases. In April and May 2022, the National Assembly passed amendments to the Prosecutors’ Office Act and the Criminal Procedure Act that would limit prosecutors’ ability to directly conduct investigations. The Justice Ministry and prosecutors petitioned the Constitutional Court in June to void the amendments, while the Yoon administration sought to expand prosecutors’ investigative powers through presidential decrees. The court did not rule by year’s end.",3,"Reports of abuse by prison guards are infrequent. Prison conditions generally meet international standards.Violent crime is relatively rare, but the country remains at war with North Korea, resulting in a heavy military presence in some areas and the constant threat of renewed combat. Minor incidents of violence near the de facto border are not uncommon.Several police officers were arrested or faced warrants over the October 2022 Itaewon disaster, in which 158 people died in a crush. A legislative inquiry had not begun by year’s end.In December 2022, Moon Jae-in–era national security advisor Suh Hoon was arrested for allegedly mishandling the repatriation of two North Korean fishermen in 2019 and the death of a South Korean fishery official at the hands of North Korean soldiers in 2020.",3,"South Korea lacks a comprehensive antidiscrimination law. Members of the country’s small non-Korean population face legal and societal discrimination, especially in the workforce. Children of foreign-born residents and single foreign parents are systematically excluded from education and medical systems, though in 2021 the government began granting temporary stay permits and related benefits to children of undocumented migrants who were born in the country. Approximately 33,900 North Korean defectors have entered South Korea since 1998. While the government aims to socially integrate defectors, they can face months of detention and questioning upon arrival. Some defectors have reported abuse in custody and societal discrimination.North Korean defectors need not apply for asylum using the same process as other applicants. Those from other countries are far more likely to have their claims rejected or mishandled by immigration officials; the country’s refugee recognition rate has stood below one percent for several years. Afghan evacuees have reported religious discrimination and difficulty finding jobs in their respective fields. Women generally enjoy legal equality but face significant social and employment discrimination; when compared to men, they enjoy a lower employment rate and suffer a pay gap. Sexual harassment of women, including in the workplace, is common; a number of political figures have been accused as part of the #MeToo movement. Digital sex crimes against women in 2021 increased by 82 percent when compared to 2020 according to the KCSC. Neither “semen terrorism”—the act of spreading semen onto another individual or their property—nor the theft of personal objects for sexual purposes are considered sex crimes.Nearly 80 percent of stalking victims are women according to civil society. Few measures are taken to stop assailants from repeatedly approaching victims. In October 2022, Jeon Joo-hwan, a former Seoul Metro employee, was indicted for murdering a female colleague whom he had stalked. That murder led to calls for stronger antistalking punishments and greater protections for women.Same-sex relations are not restricted for the general population, but soldiers are subject to a “disgraceful conduct” provision of the Military Criminal Act (MCA) and typically face two-year prison terms for such activity. But in April 2022, the Supreme Court overturned two men’s MCA convictions; they had engaged in same-sex activity off-duty in a private residence. Existing human rights legislation bars discrimination based on sexual orientation but lacks specific penalties for violations; transgender people are not explicitly protected. In a survey released by Dawoom, an LGBT+ rights NGO, in May 2022, 66.9 percent of transgender respondents said they experienced discrimination in the previous year, 41.5 percent of all respondents considered suicide, and 8.2 percent attempted it.",3
south-sudan,"South Sudan’s judiciary is not independent in practice. There is a severe shortage of judges, partly due to poor pay and working conditions.",0,"Authorities arbitrarily arrest individuals suspected of affiliating with armed organizations that oppose the peace deal.The NSS Law gives that agency almost unlimited powers to detain and interrogate suspects. It is known to hold detainees extrajudicially, arbitrarily, and incommunicado. A bill that would limit some of its powers exists, though the president’s office referred it to the Justice Ministry in August 2022.",0,"South Sudanese have faced continued insecurity since the end of the civil war, in which nearly 400,000 people died. Intercommunal violence is common.There is near-total impunity for perpetrators of wartime violence and sexual abuse. Little progress has been made establishing an AU-led hybrid court to address such offenses, as mandated in the 2015 and 2018 peace agreements.Armed groups that are not party to the transitional agreement remain active in South Sudan. The first trainees of a unified military force graduated in August 2022, but that force is reportedly weak compared to other security services.Infighting within the SPLM/A-IO contributed to insecurity during the year, with the leaders of two factions entering a power struggle. In July 2022, the factions’ supporters reportedly clashed in Upper Nile State, leading to 18 deaths.In July 2022, the Mayom county commissioner was killed along with several relatives. The government blamed the South Sudan People’s Movement/Army (SSPM/A), an armed group, for the killings. SSPM/A forces were also blamed for killing government troops in an ambush in Mayom that month. SSPDF forces executed four people associated with the SSPM/A in early August.The White Army, which backs an SPLM/A-IO faction led by Simon Gatwech Dual—who had once served as Machar’s military chief of staff—was also active in 2022, attacking civilians and causing displacement. In November, White Army fighters reportedly attacked an IDP camp in Upper Nile State, killing 3,000 civilians.",0,"International monitors have documented repeated, deliberate attacks by government forces against members of non-Dinka ethnic groups, most of them civilians. The perpetrators have not been brought to justice.

While the interim constitution includes gender-equality guarantees, women are routinely exposed to discriminatory customary practices and gender-based violence.

While same-sex sexual conduct is not explicitly illegal in South Sudan, “carnal intercourse against the order of nature” is punishable by up to 10 years’ imprisonment. LGBT+ people face widespread discrimination and social stigma, including harassment and abuse by security forces.",0
spain,"The constitution provides for an independent judiciary, and the courts operate autonomously in practice. However, the Council of Europe has criticized the fact that under current law, the 12 judges who sit on the 20-member General Council of the Judiciary (CGPJ)—which oversees the courts and is responsible for appointing, transferring, and promoting judges—are not directly elected by their peers, but appointed through a three-fifths vote in the parliament, as with the other eight members who are not judges. This arrangement has exposed the body to political disruptions.The CGPJ’s membership was due to be renewed in late 2018, but the opposition PP denied the governing parties the necessary supermajority; the incumbent council has continued to operate on an interim basis, raising concerns about the legitimacy of its judicial appointments and other decisions. In 2022, the conservative wing of the council blocked the appointment of four new judges to replace members of the 12-seat Constitutional Court whose terms expired in June; the appointments would give the court a progressive majority. In December, when the government attempted to break the deadlock with legislation that reduced the majorities and approvals needed for judicial appointments, the Constitutional Court itself—including its outgoing members—ordered a halt to the legislative process. The unprecedented constitutional crisis ended days later, when the Constitutional Court and CGPJ agreed to move forward with the four pending appointments. However, the older impasse over renewal of the CGPJ remained unresolved. The ECHR, ruling in June 2022 on a case that dated to 2014, found that Spain had violated the privacy rights of several Catalan judges after it was proven that the police had kept files on them based on their expressed views about the legality of a possible independence referendum. The materials included photographs and personal details, and some of the information had been leaked to the press.",3,"The authorities generally observe legal safeguards against arbitrary arrest and detention, though judges can authorize special restrictions on communication and delayed arraignment for detainees held in connection with acts of terrorism. Defendants typically enjoy full due process rights during trial. However, high-profile cases related to Basque and Catalan nationalism in recent years have featured flaws—including disproportionate charges and penalties as well as unjustified pretrial detention—that drew criticism from international organizations.",3,"The population faces no major threats to physical security. The potential for terrorist attacks by radical Islamist groups remains a concern, though Basque Fatherland and Freedom (ETA), a separatist group that carried out terrorist attacks for decades, formally dissolved in 2018. Prison conditions generally meet international standards, but reception centers for irregular migrants suffer from overcrowding and other problems.",4,"Women, members of racial minority groups, and LGBT+ people enjoy legal protections against discrimination and other mistreatment, though a degree of societal bias persists. A year after the July 2021 murder of a young man by a group of people who were allegedly shouting homophobic slurs, two suspects had pleaded guilty and five others were awaiting trial. Members of some minority populations—including Roma—remain economically marginalized and are allegedly subject to police profiling. Spain is a major point of entry to Europe for irregular migrants and refugees, with most making the crossing by sea; in 2022, nearly 30,000 people arrived in the country in this way. International human rights groups have criticized the response by Spanish authorities, stating that migrants and asylum seekers are often housed in poor conditions, including improvised camps that allegedly violate human rights standards. Separately, thousands of migrants and refugees regularly congregate at the land border between Morocco and the Spanish exclaves of Ceuta and Melilla. In 2020, the grand chamber of the ECHR upheld the legality of a controversial practice in which Spanish authorities summarily return people who cross the exclaves’ borders unlawfully, for example by scaling high fences. On June 24, 2022, nearly 2,000 people tried to cross irregularly into Spanish territory through Melilla. At least 23 migrants died and dozens more were injured in the attempt. Spanish authorities denied that any deaths—which were largely attributed to falls or the press of the crowd—occurred on Spanish soil, but investigations by media and human rights organizations detailed beatings by Moroccan police and pushbacks by security forces on the Spanish side.",3
sri-lanka,"Political interference in and intimidation of the judiciary abated somewhat under the Sirisena administration, and the courts have asserted their independence amid political turbulence in recent years, including during the 2018 constitutional crisis. In May 2022, the Supreme Court suspended the pardon Gotabaya Rajapaksa granted former legislator Duminda Silva, who had murdered another legislator in 2011. Silva was rearrested in June 2022.",3,"Due process rights are undermined by the PTA, which was expanded in 2021 to allow suspects to be detained for up to two years without trial. The law has been used to hold perceived enemies of the government, particularly Tamils. Many detained under the PTA’s provisions have been kept in custody for longer than the law allows. Following the 2019 Easter Sunday bombings, hundreds of Muslim suspects were arrested under the act, while Sinhalese anti-Muslim rioters were charged under standard civilian statutes that allowed bail.The government amended the PTA in March 2022 through an accelerated parliamentary process. UN human rights experts warned that the legislation’s most severe provisions remained, however. The PTA has since been used against antigovernment protesters, with three student activists being detained under the law in August. The police routinely treat government officials and those closely associated with them favorably. Military personnel accused of committing war crimes during the civil war later held prominent government roles, while others remain in senior military posts.",1,"Police and security forces have engaged in extrajudicial executions, forced disappearances, custodial rape, and torture, all of which disproportionately affect Tamils. Due to backlogs and a lack of resources, independent commissions have been slow to investigate allegations of police and military misconduct. Aragalaya protesters who were arrested were reportedly tortured while in custody.",2,"Tamils report systematic discrimination in areas including government employment, university education, and access to justice. Ethnic and religious minorities are vulnerable to violence and mistreatment by security forces and Sinhalese Buddhist extremists.

LGBT+ people face societal discrimination, occasional instances of violence, and some official harassment. A rarely enforced article of the penal code prescribes up to 10 years in prison for same-sex sexual activity. Sexual harassment and employment discrimination against women are common, as are discriminatory legal provisions.

The government does not grant asylum or refugee status under its own laws, nor does it provide services or work permits to asylum seekers and refugees. These individuals rely instead on aid from NGOs, informal employment, and third-country resettlement by the Office of the UN High Commissioner for Refugees.",1
st-vincent-and-grenadines,"The judiciary generally operates independently. Judges are appointed through an impartial Judicial and Legal Services Commission and cannot be dismissed arbitrarily. The country is subject to the Eastern Caribbean Supreme Court and recognizes the original jurisdiction of the Caribbean Court of Justice, though the London-based Privy Council remains the final court of appeal.",4,"There is due process in civil and criminal matters. Detainees and defendants are guaranteed a range of legal rights, which are mostly respected in practice. However, there is a significant case backlog, which leads to prolonged pretrial detention.",3,"The population is free from war and other acute threats to physical security. Homicide rates remain relatively high; there were 42 recorded homicides in 2022, exceeding the 2016 record of 40. In a May interview, Prime Minister Ralph Gonsalves mentioned the idea of reintroducing the death penalty—which was last carried out in St. Vincent in 1995—in response to increased levels of violent crime in the country.Prison conditions have improved since a new correctional facility was opened in 2012, but the old prison in Kingstown is still in use and features substandard conditions.",4,"The constitution prohibits discrimination based on race, sex, religion, and other such categories, but sexual orientation and gender identity are not similarly protected. Same-sex sexual activity is illegal and carries penalties of up to 10 years in prison. While the law is rarely enforced, societal discrimination against LGBT+ people persists. In 2019, two gay Vincentian men filed a legal challenge to the law; the government said it would oppose the challenge and received the backing of several Christian groups. No further updates on the case were reported during 2022.Women reportedly face sexual harassment in the workplace, which is not specifically addressed by law.",3
sudan,"The interim constitution envisaged the establishment of an independent judiciary to replace the politically influenced judiciary of the al-Bashir era. In May 2021, the TSC removed Chief Justice Nemat Abdullah Khair and accepted the resignation of Attorney General Taj al-Ser Ali al-Hebr, who complained of a lack of independence. That month, the ERC removed more than 20 public prosecutors from office.Following the October 2021 coup, General al-Burhan replaced the acting public prosecutor and chief justice with former NCP officials. Al-Burhan’s replacement head judge, Chief Justice Abdulaziz Fath al-Rahman Abdeen, issued a directive in December ordering the reinstatement of all judges dismissed by the ERC.",0,"Although the interim constitution enshrined the right to due process, it also contained a provision allowing the government to invoke emergency powers and suspend some due process rights. In practice, security forces continued to engage in arbitrary arrests and detentions during 2022 after the October 2021 coup and related protests. Political detainees, activists, and journalists were held incommunicado without access to legal representation and were likely subject to torture and inhumane treatment.The interim constitution called for the establishment of a new public prosecutor’s office, though the public prosecutor appointed in 2019 resigned in May 2021. In August, the new public prosecutor issued Circular No. 1 (2021), a directive that outlines measures to protect witnesses, victims, and others involved in serious criminal cases. Under this directive prosecutors are advised to use pseudonyms for witnesses and victims, include psychiatrists in sensitive interviews, and provide witnesses security if necessary.",0,"In 2020, the transitional government banned forced confessions and the “infliction of torture” on suspects, prohibited the death penalty for defendants under age 18, and abolished the penalty of flogging for some criminal offenses, although flogging and other forms of corporal punishment were still prescribed for other crimes. In August 2021, it ratified the UN Convention Against Torture and the International Convention for the Protection of All Persons from Enforced Disappearances. Court cases to hold perpetrators of state violence accountable continued or were resolved in 2021, and a few leaders of the police force responsible for allowing violence against protesters were dismissed throughout the year.However, demonstrators protesting the October coup were violently repressed and detained by security forces. Political detainees released following the November 21 agreement to restore the transitional government reported being tortured or experiencing inhumane treatment while in detention. An advisor to former prime minister Hamdok, Faisal Saleh, reported he was held in solitary confinement in a military prison.In 2019, Prime Minister Hamdok announced the creation of an independent committee to investigate the June 3 Massacre of 2019; this committee was dissolved following the coup.Despite the Juba Peace Agreement, civilians continue to be killed and tens of thousands of people were displaced by violence in several parts of the country throughout 2021. Controversies about the disposal of the bodies of victims of ethnic violence were pressing political issues, as mass graves were discovered in Central Darfur in July, following the discovery of other mass graves in Khartoum in 2020. Hundreds of decomposed bodies were found in morgues in April 2021; some believe they are the bodies of people who disappeared during the December Revolution of 2018. In response, the National Commission for Human Rights and the public prosecutor’s office both formed investigative committees.The violence in Darfur and neighboring states continued in 2022 with hundreds dying. The fighting is caused by unresolved land ownership issues but also the increasing militarization of tribal militias.",0,"The 2019 interim constitution commits the transitional government to upholding the human rights of all citizens without discrimination and ensuring their equal treatment under the law. The charter also calls for accountability for war crimes, crimes against humanity, and other serious violations of human rights.

Despite guarantees of equal treatment in the interim constitution and some legal improvements adopted as part of the July 2020 reforms, women continue to face disadvantages in many areas of the law, and perpetrators of widespread crimes against women—including during armed conflicts—have generally enjoyed impunity. The transitional government in April 2021 ratified the Convention on the Elimination of All Forms of Discrimination Against Women but failed to endorse provisions recognizing equality in marriage, divorce, and parenting. Women are also still targeted unduly by marriage laws. In June 2022, a court sentenced a woman to death by stoning for committing adultery. (The sentence was overturned in November on procedural grounds; in December she was retried and sentenced to prison.)

Same-sex relations are illegal in Sudan, though 2020 reforms eliminated flogging and execution as potential punishments under an antisodomy law that is used to target LGBT+ people. Discrimination against LGBT+ people remains common. In 2022, the Sudanese government continued to welcome refugees; the Office of the UN High Commissioner for Refugees (UNHCR) reported that the country hosted more than 1.1 million refugees as of December 2022.",0
suriname,"The judiciary has enjoyed improved autonomy since the change of government in 2020. However, judicial independence is still undermined by corruption due to a lack of resources and economic pressure. Critics, among them the NDP, claim that the judiciary is not independent.In October 2022, Lilian Ferrier, the mother of former central bank governor van Trikt, accused Judge Maytrie Kuldip Singh of presiding over a politically motivated trial against him; Ferrier also alleged that Kuldip Singh’s subsequent nomination to the Inter-American Court of Human Rights was an effective reward.",2,"Obstacles to due process include a lack of capacity and resources that contributes to corruption, trial delays, and long waits for appeals. Pretrial detention, even for minor crimes, is common and can sometimes last years.Low wages for police encourage bribery and extortion. Payments are sometimes made to obtain favorable outcomes in criminal and civil proceedings.In 2019, the Military Court convicted former president Bouterse for the abduction and murder of 15 political opponents in 1982, when he was Suriname’s military ruler. That conviction was upheld in 2021, but Bouterse appealed later that year. An appeals court began hearing the case in July 2022 and sat as recently as mid-December; a decision is expected in 2023.",2,"The population is generally free from major threats to physical security, though Surinamese are at risk of violent crime including armed robbery. The use of excessive force by law enforcement officials is prohibited although incidental police violence occurs. Temporary detention facilities are unhygienic, understaffed, and overcrowded. Suriname lies on a major drug-trafficking route, giving rise to some trafficking-related violence. Major smuggling activity is frequently uncovered by the police.Both former president Bouterse and current vice president Brunswijk have been convicted by Dutch courts in absentia of drug trafficking.",3,"The constitution prohibits race-based or ethnic discrimination. Nevertheless, Maroon and Indigenous people in the hinterland face inequality in areas such as education and employment. Residents of the interior were affected by floods in May 2022, which caused extensive damage to schools and disrupted access to education; access was also limited due to the slow flow of aid.Same-sex sexual relations are legal, though the age of consent differs from that applied to opposite-sex couples. Despite legal protections adopted in 2015, LGBT+ people face societal discrimination, harassment, and abuse by police.The constitution bars gender discrimination, but women experience disadvantages in access to employment and education in practice.",2
