Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
maldives,"Respect for freedom of assembly is uneven. A 2016 law requires protest organizers to obtain police permission for their events and restricts demonstrations to certain designated areas. In August 2022, three journalists filed a petition with the High Court to request the repeal of this restriction.",2,"Nongovernmental organizations (NGOs) operate in a restrictive environment with limited resources and access to information. In recent years, Maldivian human rights groups have become targets of surveillance, harassment, lawsuits, threats of violence, and blasphemy allegations, including from extremist nonstate actors. Women’s rights and LGBT+ rights advocates, journalists, and bloggers have been targeted online, and the President’s Office has acknowledged that people who report threats often do not feel that their complaints have been adequately addressed. In 2022, Mohamed Rusthum Mujuthaba, a religious freedom and human rights activist, was sentenced to four months in prison on blasphemy charges in relation to his activism online.In April 2022, Solih issued a decree banning the “India Out” campaign, which is associated with the opposition and seeks an end to Indian military presence on the islands. The decision was justified on claims the campaign incited hatred against India and posed a national security threat. In November 2022, President Solih ratified the Associations Act, which includes financial disclosure requirements as well as provisions for a certain amount of state funding to be directed to NGOs. However, because the majority of registered associations are sports related, the funding may not provide significant relief to NGOs working in the human rights field.",1,"The constitution and labor laws allow workers to form trade unions, and several unions are active. However, collective bargaining is not protected under the law, and strikes are prohibited in many sectors, including the crucial tourism industry. Many union leaders face backlash from powerful industry businesses that portray trade unionism negatively.Significant strides, however, have been made. In May 2022, the Teachers Association of the Maldives (TAM), the largest such teacher’s group, won a hard-fought salary increase of 56 percent. Other labor groups have negotiated better working arrangements and trade opportunities in the tourism and fishing industries.",2
mali,"The constitution guarantees freedom of assembly, but participants in public gatherings risk violence by state security forces, and the government has occasionally restricted social media use to prevent activists from organizing protests.Several protests took place in 2022 and were largely peaceful. Numerous progovernment rallies, including protests against ECOWAS sanctions, and demonstrations against French involvement in Mali were held throughout the year without being disrupted. Smaller protests against the military-led government took place in January and May.",2,"Many NGOs have operated in Mali without state interference, but the ability of civil society groups to engage in human rights work has grown increasingly restricted since the 2021 coup. Such groups have reported facing death threats and threats of detention, as well as physical harassment and violence. In November 2022, the government banned all NGOs that received French financing or material or technical support. The ban impacted nearly 300 organizations. In an effort to enforce the ban, the government imposed new reporting requirements on NGOs in December, which included making all NGOs’ funding streams subject to mandatory government review. Separately, in December, the government suspended Geneva Call (Appel de Genève), a Swiss humanitarian organization that was supporting humanitarian dialogue between civilians and former rebels, for alleged “illicit activities.”Ongoing insecurity in some parts of the country hampers NGO efforts to provide aid and services to returning refugees and others affected by instability. In its October 2022 report to the UN Security Council (UNSC), MINUSMA noted frequent interference in its operations by both the government and nonstate actors.",1,"The constitution guarantees workers the right to form unions and to strike, with some limitations for workers in essential services and requirements involving compulsory arbitration. The government has broad discretionary power over the registration of unions and recognition of collective bargaining, and the authorities do not effectively enforce laws against antiunion discrimination.In November 2022, three trade unions, including the country’s largest trade union, the National Union of Workers of Mali (UNTM), held a two-day strike in Gao to condemn the government’s failure to address growing insecurity in the region.",2
malta,"The constitution provides for freedom of assembly, and this right is respected in practice.",4,"Nongovernmental organizations (NGOs), including human rights groups, generally operate without state interference.",4,"The law recognizes the right to form and join trade unions, engage in collective bargaining, and strike. Antiunion discrimination by employers is relatively uncommon.",4
marshall-islands,"The government upholds constitutional guarantees of freedom of assembly. Protests in recent years have addressed issues including climate change, women’s rights, and the legacy of US nuclear weapons tests in the country.",4,"Civil society groups, many of which are sponsored by or affiliated with church organizations and provide social services, operate freely.",4,"Constitutional and legal provisions that protect freedom of association also apply to trade unions. However, there are no laws regulating the right to strike, and few employers are large enough to support union activity among their workers.",3
mauritania,"While the constitution guarantees freedom of assembly, organizers are required to obtain official consent for large gatherings, which is often denied. Government-sponsored protests often occur without incident while opposition and civil society demonstrations are often met with police repression. In October 2022, for example, a protest over the government’s educational reforms was dispersed by the police. However, protests have become less violent in recent years.",2,"Nongovernmental organizations (NGOs), particularly antislavery organizations, frequently encounter intimidation, violence, and repression in carrying out their activities. The Initiative for the Resurgence of the Abolitionist Movement in Mauritania (IRA Mauritania), for example, had been denied permission to register as an NGO since its 2008 formation.In 2021, the parliament passed a new law to replace the Law of Associations of 1964, considerably easing the process to create and register an organization. IRA Mauritania was recognized as a human rights organization that year. The Interior Ministry can still temporarily suspend associations without notice, however. Also in 2021, the government announced the creation of an online platform for registering associations.The Alliance for the Refoundation of the Mauritanian State, which opposes the country’s caste system, has faced government scrutiny, with authorities disrupting meetings and arresting members in recent years.",1,"Workers have the legal right to unionize, but unions require approval from the public prosecutor to operate and often face hostility from employers. The right to collective bargaining is not always respected, and the government sometimes pressures union members to withdraw their membership. The right to strike is limited by notice requirements and other onerous regulations.",2
mauritius,"Freedom of assembly is usually upheld. The government was accused of overreach during the COVID-19 pandemic, but there were no restrictions on peaceful assembly in 2022.",4,"Civil society groups operate freely. However, many are reliant upon government funding that could compromise their independence.",4,"More than 300 unions regularly meet with government leaders, protest, and advocate for improved compensation and workers’ rights. However, the COVID-19 Act, passed in May 2020, has been criticized for limiting workers’ rights, including through reductions of additional pay for night-workers and overtime, annual days of leave, and other protections in the Workers’ Rights Act (WRA) of 2019. Despite the removal of the last COVID-19 restrictions in July 2022, the COVID-19 Act’s limitations on workers’ rights remain in place.",3
mexico,"The constitution guarantees the right to peacefully assemble. Protests are frequent, though political and civic expression is restricted in some regions, and police frequently use excessive force and detain protesters arbitrarily. During the López Obrador administration, controversy regarding protest-related violence has often centered on women’s rights demonstrations. On several occasions in 2022, police officers violently assaulted protesters who were demonstrating against gender-based violence; police sprayed tear gas at peaceful protesters, beat several women participants, and arbitrarily detained dozens of demonstrators. Additionally, Amnesty International has reported that members of law enforcement have used sexual violence as a form of oppression against women protesters in recent years.",3,"Although highly active, nongovernmental organizations (NGOs) sometimes face violent resistance. Environmental activists and representatives of Indigenous groups contesting large-scale infrastructure projects have been particularly vulnerable. Revelations emerged in 2017 that government agencies had purchased Israeli Pegasus spyware, potentially to surveil the electronic communications of civil society activists; activists continue to demand consequences amid ongoing investigative delays and news of additional potential victims.The Federal Protection Mechanism for Human Rights Defenders and Journalists has provided physical security for hundreds of activists since its 2012 inception, though rights groups consider it sluggish and subject to government neglect. According to a September 2022 report by environmental watchdog organization Global Witness, at least 54 environmental and land rights activists were killed in Mexico in 2021, making it the world’s deadliest country for such activists. Civil society members freely criticize state policies, but López Obrador’s penchant for dismissing criticism and insulting perceived opponents has generated tension between the president and civil society organizations during his presidency. In March 2022, MORENA legislators introduced a bill that, if adopted, would prohibit nonprofit groups from attempting to “influence or change laws either through lobbying or through strategic litigation” if they receive foreign funding. Human rights groups say that the proposed legislation could be used to arbitrarily restrict the activity of civil society groups and human rights defenders.",2,"Trade union membership has diminished significantly in recent decades. In 2019, major labor reform brought hope of an end to the rampant use of informal, nontransparent negotiations between employers and politically connected union leaders creating “protection contracts” never seen by workers. Labor rights provisions of the 2020 United States–Mexico–Canada free trade agreement have facilitated workers’ demands against abusive employers and complicit unions. In 2021, the United States demanded review of a vote on an alleged protection contract at a General Motors plant in Guanajuato; following the determination that voting conditions were unfair, an August revote resulted in the rejection of the contract.",2
micronesia,Freedom of assembly is constitutionally protected. Demonstrations typically proceed peacefully.,4,"Citizens are free to organize in civic groups, and a number of students’ and women’s organizations are active.",4,"Union rights are generally respected, and there are no laws to prevent workers from forming unions, engaging in collective bargaining, or striking. However, such activities are not specifically protected or regulated by law, and few employers are large enough to support unionization in practice.",3
moldova,"Freedom of assembly is constitutionally guaranteed and mostly upheld in practice. In September 2022, the Șor Party began staging antigovernment protests in Chişinău. Some of the demonstrators admitted that they were paid for their participation. In October, Sandu called on the government to give more powers to law enforcement to address the protests, saying that participants were trying to destabilize the country to benefit Moscow. In November, police arrested eight people who allegedly recruited individuals on behalf of the Șor Party to incite riots.",3,The nongovernmental organization (NGO) sector is active and largely operates without undue restrictions.,3,"Trade unions do not encounter major obstacles in Moldova. However, trade unions are not active or visible, and do not play an effective role in protecting workers’ rights.",2
monaco,"The constitution provides for freedom of assembly, which is generally respected in practice.",4,No significant restrictions are imposed on the formation or operation of nongovernmental organizations (NGOs).,4,"The law grants workers the right to establish unions and bargain collectively, and antiunion discrimination is prohibited. All workers except government employees have the right to strike. Unions and employers engage in collective bargaining in practice.",4
mongolia,"Freedom of assembly is upheld in practice. Large-scale demonstrations in April 2022 occurred with participants, including many younger Mongolians, airing grievances about the government’s failure to deliver on campaign promises. Protests in Ulaanbaatar in December rooted were prompted by a case of corruption involving state officials’ links to a state-owned coal mining enterprise.Some participants and observers noted that the arrests seemed to target demonstrators unreasonably, but there is not significant evidence to corroborate this claim.",4,"Numerous environmental, human rights, and social welfare groups operate without restrictions, though most are small. Individual activists sometimes report incidents of intimidation and harassment.",4,"Trade unions are independent and active, and the government generally respects their rights to bargain collectively and engage in legal strike actions. However, labor rights are restricted for certain groups, such as foreign and temporary workers, and there are some reports of employers unlawfully disrupting union activity.",3
montenegro,"Citizens generally enjoy freedom of assembly. However, incidents of violence, excessive police force, or interference with demonstrations occasionally take place.",3,"Although most NGOs operate without interference, those that investigate corruption or that criticized the former DPS government faced pressure. Both the Krivokapić and Abazović governments recognized civil society actors as strategic partners in crafting government reforms, though some civil society members have criticized their stated reform commitments as superficial. In a similar fashion to Đukanović, Abazović also accused some NGOs critical of his policies to be working against Montenegro.",3,"There is freedom for trade unions, which remain relatively strong in the public sector. However, reports of intimidation of labor activists by employers continue.",3
morocco,"Freedom of political assembly is sharply restricted. The authorities sometimes use excessive force and violence to disperse protests. The government suppressed the 2016–17 Hirak Rif protest movement against corruption and economic deprivation. Nasser Zefzafi and other protest leaders received 20-year prison sentences in 2018, while 50 other activists received shorter sentences. Authorities also harass activists involved in organizing antigovernment demonstrations that protest hogra, referring to the loss of dignity due to perceived official indifference or contempt. Ongoing economic dislocation stemming from structural inequities in the economy and COVID-19 continued to prompt unrest in 2022. In December, thousands of people protesting against the high cost of living took to the streets in Rabat. Pro-Palestinian demonstrations are also regularly held outside the parliament in Rabat. In September 2022, dozens of people protested against Morocco’s normalization of relations with Israel after the Israeli envoy to Morocco was accused of several criminal acts, including sexually harassing and exploiting Moroccan women.",1,"While civil society organizations are active, they are subject to legal harassment, travel restrictions, intrusive surveillance, and other impediments to their work. The authorities routinely deny registration to nongovernmental organizations with links to Justice and Charity or that assert the rights of marginalized communities.The Moroccan Association for Human Rights (AMDH), one of Morocco’s most prominent NGOs, is frequently targeted by the government. The authorities have canceled numerous AMDH events in recent years and are known to impede its efforts to rent space and open bank accounts. Numerous political and human rights activists were arrested and prosecuted for their activism in 2022. In one case in March, Moroccan authorities arrested Saida El Alami, a member of the civil society group Moroccan Women against Political Detention, after she criticized the authorities on social media. She was sentenced to two years in prison in April; her conviction was upheld upon appeal in September, and her sentence was increased to three years in prison. Amnesty International has been prohibited from carrying out research in Morocco since 2015.",2,"Workers are permitted to form and join trade unions, and the 2004 labor law prevents employers from punishing workers who do so. Nevertheless, there are undue legal and employer restrictions on collective bargaining and strikes. The authorities sometimes forcibly break up labor-related protests. Unions are closely affiliated with political parties.",2
mozambique,"Freedom of assembly is constitutionally guaranteed, but the right to assemble is subject to notification and timing restrictions. The government frequently disallows protests due to errors in the organizers’ official applications.Though large protests are relatively rare, several demonstrations were held in 2022, including a number of protests against increasing fuel prices and the rising cost of living. In at least three cases, security forces responded to demonstrations with lethal force, firing live ammunition in an attempt to disperse protesters; dozens of people were injured—some critically—and at least three protesters were killed by police between March and June.In August 2022, Mozambican civil society leaders publicly pushed for the adoption of a law that would safeguard the right to peaceful demonstration.",2,"Most nongovernmental organizations (NGOs) operate without significant legal restrictions. However, draft legislation introduced by the government in September 2022 aims to impose a number of new regulations on NGOs. The bill contains provisions requiring NGOs to submit activity reports and allowing for the arbitrary dissolution of nonprofit organizations, among other things. Civil society groups criticized the proposed legislation as overbroad and excessive, saying it represents an attempt by the government to suppress dissent and silence human rights defenders. The bill had not been passed as of year’s end.In August, leading human rights activist Adriano Nuvunga found a bullet with his name carved into it in his backyard. More than 50 NGOs condemned the threat against Nuvunga, which came amid a squeezing of the civic space in Mozambique.Humanitarian operations in northern Mozambique are sometimes prevented from operating freely due to violence in the region.",2,"Workers have the right to form unions, but several restrictions impede the right to strike and make the practice rare. Public-sector workers are not allowed to strike. Many unions are not independent and operate under the influence of FRELIMO.",2
myanmar,"Unauthorized demonstrations are punishable with up to six months in prison under the Peaceful Assembly and Peaceful Procession Law; a variety of other vaguely defined violations can draw lesser penalties. Within a week of taking power, the military banned all gatherings of more than five people, imposed a strict curfew, and began using lethal and indiscriminate force against peaceful protesters. Widespread internet restrictions also hindered the CDM’s organization of protests. Military violence in response to sustained and widespread protests continued throughout 2022, resulting in the deaths of hundreds of protesters and the arrest of thousands more.",0,"The ability of nongovernmental organizations (NGOs) to engage in human rights– and governance-related work significantly decreased after the coup. NGO staff face arrest and prosecution, many prominent activists have been forced into hiding or exile, and registration and banking restrictions increased; as a result, many NGOs effectively disbanded. Despite such limitations, several organizations and individuals (many of whom are operating either in hiding or in exile) continued to monitor and document human rights abuses and engage in advocacy with international stakeholders. The Organization Registration Law, introduced in October 2022, tightened registration and operating requirements and provided for severe penalties for operating outside these rules, making it increasingly difficult for international NGOs to engage in development or humanitarian aid work.",1,"In 2021, unions took on a lead role in organizing antimilitary protests and strikes immediately following the coup; in response, military authorities declared most unions illegal, conducted violent raids and mass arrests in areas populated by striking union workers, and threatened dozens of key leaders with arrest, causing many to flee. By June 2021, thousands of civil servants and private sector employees had been fired for their participation in the widespread CDM. In 2022, many workers were stuck in exploitative working conditions or subject to unjust termination due to the military’s ban of most unions.",1
namibia,"Freedom of assembly is legally guaranteed and is usually observed in practice. Restrictions on public gatherings that were imposed during the government’s state of emergency to address the coronavirus have been lifted. In May 2022, police forcibly dispersed a protest related to counterfeit goods in Windhoek’s China Town, and several journalists were reportedly injured when police fired rubber bullets at them. The police also arrested two activists—Michael Amushelelo of the Namibia Economic Freedom Fighters (NEFF) and Dimbulukeni Nauyoma of the Affirmative Repositioning (AR) movement—and others who were part of the protest for inciting public violence, though charges were provisionally withdrawn in November. In September the High Court condemned the prevalence of police assaults against citizens in Owoses v. Government of the Republic of Namibia and referred the case to the prosecutor general for further action.",3,"Human rights groups generally operate without interference, though government leaders sometimes use public platforms to criticize civil society groups.",4,"Constitutionally guaranteed union rights are respected and observed in practice, though essential public-sector workers do not have the right to strike. Collective bargaining is not widely practiced outside the public-service sector and the mining, construction, and agriculture industries. Union membership has declined in recent years, with 25 percent of the labor force unionized. In 2022, labor unions accused the labor minister of being reluctant to resolve several issues, including amendments to the Labor Amendment Act and the introduction of a national minimum wage, a national pension, and medical aid.",4
nauru,"The constitution upholds the right to assemble peacefully, but this right has not always been respected in practice. Demonstrations related to the treatment of asylum seekers housed at the Australian processing center are often repressed. Members of the Nauru 19 group, who were arrested for their 2015 antigovernment protests, were sentenced to jail time in 2019.The government continued to impose COVID-19 public health restrictions on gatherings to curb the virus’s spread after its first outbreak in June 2022, though many restrictions eased in August. ",3,"There are no legal restrictions on the formation of nongovernmental organizations (NGOs) in Nauru. There are several advocacy groups for women, as well as development-focused and religious organizations. However, authorities have interfered with the operations of activists seeking to improve the treatment of asylum seekers.In 2020, the Nauruan parliament passed the Registration of Associations Act, which provides official recognition of domestic and foreign NGOs, including provisions allowing registered associations to own property and sue or be sued. Eligible organizations are required to register prior to commencing their operations, and the Registrar must provide reasons for decisions such as refusing or canceling registration.",3,"There are no formal trade unions and only limited labor protection laws, partly because there is little large-scale private employment. The rights to strike and to collectively bargain are not protected by law. Trade unions were expressly excluded from the Registration of Associations Act of 2020, meaning they do not enjoy the benefits provided by the Act, including property rights.",3
nepal,"Although the constitution guarantees freedom of assembly, security forces have violently dispersed protests and demonstrations in the past, particularly in the south, where a large Madhesi population and related secessionist movement exist.In January 2021, nationwide protests were held over former prime minister Oli’s dissolution of Parliament. These protests were almost exclusively nonviolent. Large protests on separate issues, including the activities of a United States aid program, the Millennium Challenge Corporation (MCC), occurred after the reinstatement of parliament and continued into early 2022.",3,"Although the constitution allows nongovernmental organizations (NGOs) to form and operate in Nepal, legal restrictions sometimes make this difficult in practice. The District Administration Office (DAO), which is responsible for registering NGOs, is often understaffed and lacks essential resources. Foreign NGOs must enter project-specific agreements with the Nepali government. There is a widespread view that NGOs should not be overly political, which hinders some groups from engaging in certain forms of public advocacy. While some provinces are more open to NGO activities than others, there is a robust NGO presence, particularly in Kathmandu.",2,"The 2015 constitution protects trade unions. Labor laws protect collective bargaining and unions generally operate without state interference. Workers in a broad range of “essential” industries cannot stage strikes. Labor unions are not particularly powerful, and the existence of a large informal sector undercuts their effectiveness.",2
netherlands,"Freedom of assembly is constitutionally guaranteed and generally respected by authorities, and any improper restrictions are publicly debated and adjudicated through the legal system. In several court cases during 2022, plaintiffs won judgments against local governments that were found to have placed undue limitations on the right to assembly in past years.In early 2022, as in 2020 and 2021, temporary government restrictions on gatherings and movement in response to a rise in COVID-19 transmission triggered large protests by opponents of such policies. The use of force by police and especially the employment of police dogs led to a heated controversy about law enforcement tactics. Criminal charges were filed against some officers and protesters for their respective roles in the confrontations.Separately, toward the middle of the year, farmers mounted a series of protests against government proposals to limit nitrogen emissions generated by agricultural activity near nature conservation areas. Farmers used tractors to block highways and access to government and other buildings, and police drew criticism for failing to intervene and manage the protests effectively. In November, police were also accused of failing to adequately protect protesters opposed to a blackface holiday character, Zwarte Piet, from violent counterprotesters.",4,"NGOs operate freely and without interference from the government or nonstate actors. A draft bill allowing local authorities and prosecutors to scrutinize NGOs’ funding sources, first proposed in 2020 and amended in 2021, made no further progress in 2022. However, it was reported that governmental pressure to combat terrorism financing had prompted banks to close the accounts of some Islamic organizations or place them under review, despite a lack of evidence that they had links to terrorism.",4,"Workers’ rights to organize, bargain collectively, and strike are protected.",4
new-zealand,"The government generally respects free assembly and association rights, which are legally protected. Public gatherings were severely restricted during lockdowns imposed periodically from 2020 through early 2022 to curb the spread of the COVID-19 pandemic. Most COVID-19-related restrictions on gatherings were lifted in April 2022.Antilockdown protests were held in 2021 and 2022, and were at times marred by violence. Weeks-long demonstrations outside the parliament in February and March of 2022 ended with dozens of arrests as police dispersed protesters. Prime Minister Ardern vowed not to intervene during related demonstrations in August. Other protests also took place during the year, including rail- and emissions-related protests in October.",4,"There are no significant restrictions on the ability of nongovernmental organizations (NGOs) to form, operate, and solicit funds.",4,"Workers may freely organize and bargain collectively, and trade unions actively engage in political debates and campaigns. Workers also have the right to strike, with the exception of uniformed police personnel. Nurses throughout the country went on strike in October 2022 to protest against poor working conditions and demand pay parity within the profession; efforts by government officials to address the nurses’ concerns were ongoing through year’s end.",4
nicaragua,"Freedom of assembly has severely deteriorated since 2018, when at least 328 people were killed in a brutal crackdown on antigovernment protests. Most abuses were attributed to the national police and armed allied groups. Assembly rights continued to be restricted in 2022, with authorities stopping Catholic worshippers from holding public processions and surveilling churchgoers attending mass.",0,"Groups critical of the government or focusing on issues like corruption have operated within an increasingly restrictive environment under the Ortega regime. Authorities have targeted nongovernmental organizations (NGOs), accusing them of undermining the regime or acting as foreign agents. Human rights groups have reported continued monitoring and surveillance, and have denounced activist repression, including sexual assaults on women activists.In April 2022, the National Assembly passed a new NGO law, under which the government can rescind the legal status of organizations that “promote campaigns to destabilize” Nicaragua and can seize NGOs’ assets in certain circumstances. In August, the government used that and other legislation to close 100 NGOs; 1,368 organizations lost operating permits between 2018 and August 2022.",0,"The FSLN controls Nicaragua’s most influential labor unions, and the legal rights of non-FSLN unions are not fully guaranteed in practice. FSLN-controlled unions endorsed Ortega’s 2021 reelection bid.",2
niger,"Freedom of assembly is constitutionally guaranteed, but authorities do not always respect this right in practice, and police have at times used force to break up demonstrations. In 2017, the government announced the prohibition of public protests on “business days.”Sometimes-violent protests took place after Mohamed Bazoum was named the winner of the presidential election in February 2021. The home of a Radio France International (RFI) journalist was damaged during the protests, as were other publicly and privately owned buildings. In late February 2021, the government reported that 2 people died in the unrest while another 468 were arrested. Hama Amadou was arrested that March for his alleged role in postelectoral violence, though he was allowed to travel to France for medical treatment that April. The government banned some rallies during 2022. A rally organized by M62, a coalition of civil society groups, against rising prices and the presence of foreign troops was banned in August, but the group was allowed to hold a rally in September.",2,"The government occasionally restricts the operations of nongovernmental organizations (NGOs), and a lack of security in certain regions also impedes their functioning. The government has restricted the movement of UN personnel and aid workers without military escort in some areas, impacting the delivery of humanitarian assistance. In 2020, staff members of NGO ACTED were among eight people killed by armed assailants at a wildlife reserve.In January 2022, President Bazoum met with civil society leaders in an effort to ease the social and political climate and encourage cooperation among key national actors in the effort to combat terrorism and insecurity. Activists seized the opportunity to denounce the deterioration of civil liberties, notably repeated government infringements on freedom of assembly and freedom of expression. The president pledged to respect these freedoms and to be more forthcoming in the fight against corruption.",2,"While the constitution and other laws guarantee workers the right to join unions and bargain for wages, a large portion of the workforce is employed informally and lacks access to formal union representation. The legal definition of “essential” workers not permitted to strike is broad, and mandatory arbitration processes can be invoked to settle strikes.",2
nigeria,"The right to peaceful assembly is constitutionally guaranteed. However, federal and state governments frequently ban public events perceived as threats to national security, including those that could incite political, ethnic, or religious tension. Rights groups have criticized federal and state governments for prohibiting or dispersing protests that are critical of authorities or associated with controversial groups, including the IPOB. IMN activities were banned in 2019 after an Abuja court classified it as a terrorist organization.A number of protests in recent years have been met with violence by security forces, who often use force to break up demonstrations. In October 2022, police used tear gas to disperse a peaceful demonstration commemorating the second anniversary of the 2020 #EndSARS protests against police brutality; at least 12 people were killed during the 2020 protests when security forces fired into a crowd. However, some protests during the year were allowed to proceed without notable police interference, including a September protest that saw students in Lagos demonstrate against an ongoing lecturers’ strike. The September demonstration was large and mostly peaceful, but protest-related road blockades led to severe gridlock and disrupted some flights at the city’s airport.",1,"Nigeria has a broad and vibrant civil society. However, members of some organizations face intimidation and physical harm for speaking out against Boko Haram, or encounter obstacles when investigating alleged human rights abuses committed by the military against Boko Haram suspects. Groups operating in the restive Niger Delta region face intimidation.Aid workers operating in the northeast are impeded by restrictions imposed by civilian and military officials as well as by the activities of armed groups. An August 2022 statement by the UN Office for the Coordination of Humanitarian Affairs (OCHA) reported that, since that January, one aid worker had been killed and six others had been kidnapped in the region. Another aid worker was killed and a UN helicopter pilot wounded in November, when a Nigerian soldier opened fire at a military base; Nigerian authorities reported that the incident was under investigation. In April 2021, the Office of the UN High Commissioner for Refugees (UNHCR) reported that its staff was forced to evacuate from the town of Damasak, which had been attacked by the Islamic State West Africa Province (ISWAP), a Boko Haram splinter group.",2,"Workers are constitutionally allowed to form and join trade unions, engage in collective bargaining, and conduct strikes. Nevertheless, the government forbids strike action in some essential services, including public transportation and security.In February 2022, the Academic Staff Union of Universities (ASUU) began a strike; the strike continued until October, when it was called off without a resolution.",3
north-korea,"Freedom of assembly is not recognized. Participants in unauthorized gatherings are subject to severe punishment, including imprisonment.",0,There are no legal associations or organizations other than those created by the state and ruling party.,0,"Strikes, collective bargaining, and other organized labor activities are illegal and can draw severe punishment for participants, including imprisonment.",0
north-macedonia,"Constitutional freedom of assembly guarantees are generally well respected, though riot police who typically monitor demonstrations sometimes use disproportionate force, and property damage sometimes occurs during protests. Several notable protests were held throughout July 2022, organized by the country’s main opposition, VMRO–DPMNE, against a French proposal designed to unlock Bulgaria’s veto on North Macedonia’s EU accession. The protests took place without major incidents.",3,"NGOs generally operate in a freer and safer environment under the SDSM-led government, and public institutions have become more responsive to civil society work. NGOs, particularly those that receive foreign funding, face pressure from the VMRO–DPMNE, Levica, and their supporters. In July 2022, some NGOs faced government backlash due to their lack of support for the French proposal designed to resolve the Bulgarian veto in North Macedonia’s EU path. Moreover, some journalists published work designating the opposed NGOs as “pro-Russian,” which was later found to violate journalistic ethics by the Council of Media Ethics.",3,"Workers may organize and bargain collectively, though trade unions lack stable financing and skilled managers.",2
norway,"The right to freedom of assembly is generally respected. Following a shooting targeting LGBT+ people outside a gay bar in Oslo in June 2022, the Pride march scheduled for later that month was canceled by police due to security concerns. A Pride event was allowed to take place months later with police protection.",4,Nongovernmental organizations (NGOs) form and operate without undue restrictions.,4,"The right to strike is legally guaranteed—except for members of the military and senior civil servants—and is generally respected in practice. All workers have the right to engage in collective bargaining. However, there has been an increase in the practice of forcing unions into compulsory arbitration to avert strike actions. For example, in September 2022, the government enforced the use of compulsory arbitration to end a strike put on by teachers. The move spurred public debate of whether the use of compulsory arbitration infringed upon workers’ rights. The strike had lasted for three months and included around 8,500 teachers.",4
oman,"A limited right to peaceful assembly is provided for in Oman’s basic law. However, all public gatherings require official permission, and the government has the authority to prevent organized public meetings without any appeals process. The 2018 penal code prescribes prison terms and fines for individuals who initiate or participate in a gathering of more than 10 people that threatens security or public order, or who fail to comply with an official order to disperse. While demonstrations are rare in practice, protests against unemployment and the imposition of a value-added tax were held in several cities in May 2021. Overall, security forces mounted a relatively mild response, with some arrests, brief detentions, and use of tear gas reported; by comparison, the authorities had forcibly dispersed demonstrations that broke out in 2011 and used lethal violence in at least one incident during that period.",1,"Oman’s basic law allows for the formation of nongovernmental organizations, but civic life remains limited in practice. The government has not permitted the establishment of independent human rights organizations and generally uses its registration and licensing process to block the formation of groups it sees as a threat to stability. The 2018 penal code includes vague clauses that allow prison terms for individuals who establish, operate, or finance an organization aimed at challenging the “political, economic, social, or security principles of the state.”Individual activists focusing on issues including the economy, labor rights, the environment, and internet freedom risk arrest. In August 2022, for example, the Internal Security Service arrested and temporarily detained well-known environmental activist Ahmed Issa Qatan after he used social media posts to call for greater political accountability. Hani al-Sarhani, who had advocated on behalf of small businesses facing economic hardship, was arrested multiple times during 2022 and sentenced to one year in prison in October.",1,"Omani workers are legally able to organize unions, bargain collectively, and strike. However, there is only one authorized trade union federation, and neither government employees nor household workers are permitted to join unions. Strikes, which are banned in the oil and gas industry, are rare in practice, partly because disputes are often resolved through employer concessions or government mediation.",2
pakistan,"The constitution guarantees the right to assemble peacefully, though the government can harness legal provisions to arbitrarily ban gatherings, or any activity designated a threat to public order. A Human Rights Commission of Pakistan analysis of 503 assemblies held between January 2021 to March 2022 found that 12 percent of them were met by state violence, often combined with the use of criminal-code provisions.The PTI held regular rallies nationwide after Khan was removed from office in April 2022. In November, Khan was shot and wounded in the shin during a rally in Wazirabad. One person was killed in the attack, which supporters called an assassination attempt. Khan blamed Prime Minister Sharif and an army officer for the incident.",3,"Foreign and domestic nongovernmental organizations (NGOs) face government-imposed restrictions. Organizations are subject to intrusive registration requirements and vetting by military intelligence. Officials can demand that NGOs obtain a “no-objection certificate” before undertaking even the most innocuous activity. In September, the Edhi Foundation called on the government to lift a ban on some foreign NGOs after major flooding impacted the country.",1,"The rights of workers to organize and form trade unions are recognized in law, and the constitution grants unions the rights to collective bargaining and to strike. However, these protections are not strongly enforced. Roughly 70 percent of the workforce is employed in the informal sector, where unionization and legal protections are minimal. The procedures that need to be followed for a strike to be legal are onerous. Strikes and labor protests are organized regularly, though they often lead to clashes with police and dismissals by employers.",2
palau,Freedom of assembly is protected by the constitution and respected in practice.,4,"Nongovernmental organizations operate freely, with various groups focusing on issues such as environmental conservation, youth development, public health, and women’s rights.",4,"Workers can freely organize unions and bargain collectively, but there are no laws specifically regulating trade unions or strikes or prohibiting antiunion discrimination. Union membership and activity are low in practice, as the private sector consists mostly of small, family-run businesses.",3
