Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
laos,"None of the country’s nominally elected officials are chosen through free and fair contests, and major policy decisions are reserved for the LPRP and particularly a small cadre of its top leaders.",0,"Corruption by government officials is widespread. Laws aimed at curbing graft are poorly enforced, and government regulation of virtually every facet of life provides many opportunities for bribery. Punishments for corruption are often administered through LPRP disciplinary mechanisms rather than the judicial system.President Thongloun initiated an anticorruption drive while serving as prime minister from 2016 to 2021. The State Audit Organization, which gained the power to conduct financial and budget investigations during his premiership, uncovered instances of misappropriated state funds and unreported expenditures. Yet there have been persistent rumors that the country’s large-scale borrowing from China in recent years was inflated in part by corruption in the associated infrastructure projects.Phankham, Thongloun’s successor as prime minister, also vowed to combat official corruption, but this goal appeared to be overshadowed during 2022 by the need to manage the broader economic crisis.",1,"There is no law guaranteeing access to official information in Laos. The 2012 Law on Making Legislation increased legislative transparency by requiring bills proposed at the central and provincial levels to be published for a 60-day comment period and, once passed, to be posted for 15 days before coming into force.In June 2022, responding to growing public anger about the economic crisis, Prime Minister Phankham reshuffled his cabinet and fired the head of the central bank. He also offered a rare admission that the government had made mistakes. Phankham’s resignation in December 2022, ostensibly for health reasons, came amid ongoing concerns about unreported debts to Chinese entities and reports that many Chinese mining enterprises in the country had failed to pay taxes.",1
latvia,"The country’s elected leadership sets and implements government policies without improper interference from foreign or unelected entities, and the politically diverse legislature provides a meaningful check on executive authority.",4,"Latvian anticorruption and auditing bodies have historically been subject to politicization attempts, funding shortfalls, and a dearth of qualified personnel. However, both the Prosecutor General’s office and the Corruption Prevention and Combating Bureau (KNAB) have recently expanded their activities. In 2022, Latvia adopted new legislation on whistleblowing to align with European Union (EU) goals and amended laws on the financing of political parties to promote stability and parliamentary efficiency.Several high-profile figures were convicted of corruption in 2021. In February 2021, prominent ZZS politician bail Aivars Lembergs was sentenced to five years in prison. In February 2022, Lembergs was released while he appealed the sentence. Former prime minister Šķēle and former transport minister Šlesers were indicted in 2021 in a so-called Digitalgate criminal case. In January 2022, the Court of Economic Affairs acquitted them both.",3,"The legislative framework features extensive provisions intended to ensure government transparency. However, there is a notable lack of transparency in the functioning of state-owned companies and in public procurement processes. Public procurement processes remain at high risk of corruption, according to the European Commission’s 2022 Rule of Law Report.",3
lebanon,"When the government is able to develop policies, they tend to be the result of negotiation among the country’s dominant political figures, regardless of formal titles and positions. The legislature generally facilitates these policies rather than serving as an independent institutional check on the government. The authority of the government is also limited in practice by the power of autonomous militant groups like Hezbollah and foreign states with interests in Lebanon.Over the past decade, the country has experienced recurring episodes of political deadlock regarding elections, government formation, and the selection of a president, disrupting ordinary executive functions. Prime Minister Mikati successfully formed a government in September 2021 after a series of resignations and caretaker cabinets, but it too assumed caretaker status after the May 2022 parliamentary elections, and the presidency remained vacant at year’s end after the expiration of Aoun’s term in October.",1,"Political and bureaucratic corruption is widespread, and patronage networks generally operate unchecked. Anticorruption laws are loosely enforced, in part because institutions such as the National Anti-Corruption Commission (NACC) lack adequate funding and regulatory support. When law enforcement bodies do act, the cases tend to be selective or politicized. Chronic corruption has affected state-owned companies and utilities, contributing to poor service delivery and routine electricity blackouts.",0,"Political leaders and government officials often operate behind closed doors, outside of state institutions, and with little regard for formal procedures. State expenditures remain irregular, with few mechanisms for effective oversight. Although civil society groups have some ability to influence pending policies or legislation, and may along with the media discuss proposals that have been made public, their influence is often contingent on participation in opaque processes. The National Assembly approved an access to information law in 2017, but it is not fully implemented, and government documents remain difficult to obtain in practice.In the aftermath of a devastating 2020 explosion in the port of Beirut, caused by dangerous chemicals that had been left for years in a warehouse, the state responded in opaque and arbitrary ways, withholding information and employing special emergency powers intermittently or selectively. Several former cabinet ministers, including a former prime minister, were initially charged with criminal negligence in the case, but the investigation stalled in the face of obstruction by leading political figures, and during 2022 it remained bogged down by legal challenges that could not be resolved due to vacancies on the Court of Cassation.Since 2019, the country has been suffering through one of the worst economic crises in world history, with a precipitous currency collapse underscoring concerns about transparency at the central bank and accountability for years of mismanagement that led to the crisis. Riad Salameh, the central bank governor since 1993, remained in office as of 2022 despite his failure to cooperate with multiple corruption probes.",0
lesotho,"The stability of the previous governing coalition was undermined by disagreements between coalition partners and factionalism within the ruling ABC, including unsuccessful attempts to oust Prime Minister Majoro. In March 2022, a physical altercation on the chamber floor occurred after a faction within the ABC announced it was withdrawing from the coalition government. That same month, Majoro survived a parliamentary vote of no confidence.In August, then-Prime Minister Majoro declared a state of emergency to enable Parliament to reconvene and pass critical electoral and constitutional reforms meant to governance; for example, making it more difficult for lawmakers to remove the prime minister in a no-confidence vote or switch parties. However, the Constitutional Court ruled in September that Majoro had no basis to declare the emergency and that King Letsie III could not reconvene Parliament, thereby voiding the reform package.",2,"Official corruption and impunity remain significant problems. The main anticorruption agency, the Directorate on Corruption and Economic Offence (DCEO), lacks full prosecutorial powers and faces capacity and funding challenges. The Asset Forfeiture Unit, which was established in 2016 to recover property connected to corruption cases, is largely ineffective. The DCEO has taken few corruption cases to court in recent years.In June 2022, the DCEO and other agencies worked with counterparts in South Africa to recover 18.6 million Loti ($1.1 million) of the 50 million Loti ($3.1 million) in public funds that had been stolen and deposited into unregistered South African and Lesotho bank accounts, in addition to assets that had previously been reclaimed. In 2020, Parliament amended the DCEO Act to grant the agency powers to investigate money-laundering crimes beyond Lesotho’s borders. Anticorruption officials have claimed that individuals and companies have used state capture tactics to obtain immunity for corrupt dealings.",2,"Lesotho has no access-to-information law, and responses to information requests are not guaranteed. Though reports on public debt are publicly available, the management of public finances is generally shrouded in secrecy. Government procurement decisions and tenders typically cannot be accessed online, though the government had made progress in publishing budget reports.Although high-level government and elected officials are required to disclose their assets and business interests these declarations are not made public. Enforcement of the rules is limited by resource constraints.",2
liberia,"Once elected, government officials are duly installed in office, and elected legislators generally operate without significant interference. However, bribery and corruption increasingly influence policy prioritization even at the executive level.",3,"Corruption remains pervasive. Institutions exist to fight corruption, but they lack the resources, political independence, and capacity to function effectively. Although reforms made to the Liberia Anti-Corruption Commission (LACC) Act in July 2022 granted the commission prosecutorial powers, they have not yet used them.In August 2022, the US government announced sanctions against three of the most prominent officials in the Liberian government, including the president’s chief of staff, Nathaniel McGill, for corrupt activities. President Weah subsequently suspended them, and they all resigned in September, but no formal investigation had been launched by the end of 2022.Audits of government departments continue to highlight improper procurement and financial management practices. The General Auditing Commission’s independence remains limited by a failure to operationalize its fiscal independence, as provided for by legislation.",2,"The Freedom of Information Act is rarely used, and the government responds slowly, if at all, to information requests submitted. Transparency guidelines for public procurement processes are not fully enforced, and procurement is an area where corruption is pervasive. Commitments made under the Open Government Partnership are not supported by the requisite political will. The LACC, which collects asset declarations, is not obligated to disclose those submitted by executive branch members, and efforts by civil society and media to gain access to President Weah’s declaration have been unsuccessful.",2
libya,"State institutions remained divided during 2022, no political entity was operating with a current electoral mandate, and no single force had full control over the national territory. The GNS, created in February 2022 by the HoR leadership, operated under the protection of the LAAF in the areas it controlled, particularly in eastern Libya. The GNU continued to operate in Tripoli and parts of western Libya.",0,"Corruption is pervasive among government officials, and opportunities for graft and criminal activity abound in the absence of unified and functional fiscal, judicial, and other institutions. In September 2022, the Audit Bureau published a report on the GNU’s public spending in 2021 and alleged widespread misuse of public funds by ministers and other officials. Separately, the LAAF has long been accused of raising funds through extortion, smuggling operations, and illegal seizures of public and private property in eastern Libya.",0,"There are no effective laws guaranteeing public access to government information, and none of the country’s competing authorities engage in transparent budget-making and contracting practices.",0
liechtenstein,"Although elected executive and legislative officials set the policy agenda, the prince has significant governmental authority with no electoral mandate. He can dismiss the government and the parliament and veto both legislation and the outcome of public plebiscites.",2,"Anticorruption laws are effectively implemented, and levels of corruption are reportedly low. However, a July 2022 GRECO compliance report observed that Liechtenstein still lacked a code of conduct for members of parliament, who are not currently required to declare assets or conflicts of interest.",4,"Although there is no constitutional guarantee of access to information, laws are in place to provide for government transparency, and these are largely respected in practice.The government has made efforts in recent years to increase transparency in the banking sector, which has historically been criticized for enabling foreign clients to hide wealth from their respective governments and potentially aiding corruption or other criminal activity.",4
lithuania,The country’s elected officials are able to determine and implement government policies without improper interference from unelected or foreign entities.,4,"Corruption remains an issue in Lithuania, and certain sectors, including health care and construction, are perceived as prone to malfeasance. While anticorruption bodies are active, there are usually considerable delays in the investigation and prosecution of political corruption cases.The protection of whistleblowers and journalists who report on corruption cases is legally guaranteed, though such safeguards are upheld inconsistently at the local level.",3,"Lithuanian law grants the public the right to access official information, and the government generally complies with such requests. However, the operations of state-owned enterprises are somewhat opaque and prone to financial misconduct.European institutions lauded recent changes to transparency rules for lobbying activities as well as improvements in the country’s public procurement framework. Nevertheless, more than one-third of public contracts are still awarded following a single bid or no call for bids at all, and public procurement remains at high risk of corruption.",3
luxembourg,"The prime minister, cabinet, and parliament determine and implement the government’s policies without improper interference from unelected entities.",4,"Corruption is not widespread in Luxembourg, and allegations of corruption are generally investigated and prosecuted. However, the Council of Europe’s Group of States against Corruption (GRECO) has previously criticized the government for failing to develop a comprehensive strategy to prevent graft. In December 2021 and March 2022, new transparency and accountability rules were adopted regarding potential conflicts of interest for members of the government and members of parliament. New measures include regulations for government and other officials on gifts, lobbying, and revolving-door career moves.In January 2022, the government put forward a draft law for protecting whistleblowers based on a 2019 EU directive requiring such protections. The draft measure had not yet become law by the end of 2022.",3,"While the legislative process and government operations are largely transparent, there is no comprehensive freedom of information law in place, and the media and civil society groups often have difficulty obtaining official information in practice. Cabinet members are obligated to disclose any shares in companies that they own, but there are no penalties for those who do not cooperate. Historically, regulations governing interactions between lobbyists and high-level government officials have been considered weak. A newly established transparency register for members of parliament, created by law in December 2021, remains flawed. Moreover, following a November 2022 ruling of the European Court of Justice (ECJ), the government decided to suspend public access to the central register of corporations’ ultimate beneficial owners (UBOs). After criticism from transparency advocates and members of the press—who have used the registry for investigations on tax avoidance and money laundering—the government promised renewed access, albeit in a more limited form.In June 2022, after years of complaints by journalists’ organizations, the government eased its rules on access to information. However, according to the same organizations, the new rules still did not provide adequate access and did not carry the weight of a change to the nation’s laws.",3
madagascar,"Since his 2018 election, President Rajoelina has brought some stability to government, which had experienced frequent replacements of the prime minister and cabinet members since the 2013 return to electoral politics. However, the current parliament lacks the strength to act as an effective check on executive power. Additionally, economic elites exert significant influence on elected officials.",3,"Corruption remains a serious problem in Madagascar despite the adoption of recent reforms and anticorruption strategies. Investigations and prosecutions of corruption by the Independent Anticorruption Office (BIANCO) are infrequent and rarely target high-profile individuals, though the agency has become more independent in recent years. BIANCO identified 79 lawmakers who accepted bribes to adopt 2018 electoral reforms; prosecutors had not pursued cases against them by the end of 2022. In 2019, BIANCO submitted a report to the High Court of Justice (HCJ) implicating three former ministers in acts of corruption; the court has not yet reviewed the allegations. Nevertheless, in October 2021, former prime minister Jean Ravelonarivo was convicted of corruption, fined 6 billion ariary ($1.5 million), and sentenced to five years in prison. Ravelonarivo did not attend his trial and allegedly fled to Switzerland days before the court ruled on his case.",2,"The constitution provides for the right to information, but no law defines a formal procedure for requesting government information. However, ministers and officials often hold press briefings, and laws, decrees, and high court decisions are posted on the internet.There is little oversight of procurement processes. Asset declarations are required for most government officials, and while many complied with these laws, there are few practical consequences for those who refuse.",2
malawi,"Executive and legislative representatives typically determine the policies of government without hindrance. However, patronage and clientelism are common, and wealthy business leaders often influence policymaking.",3,"Corruption is a significant challenge in Malawi, with senior government officials being implicated in corruption in recent years. The delivery of government services is affected, with lower-level officials being pressured into to tolerating the corrupt behavior of their superiors.Civil society leaders have accused the ACB of being ineffective and politically compromised in the past. In July 2022, the ACB gained the ability to prosecute corruption cases without seeking consent from the director of public prosecutions. In August, it arrested one of its former chiefs, Reyneck Matemba, for allegedly accepting a bribe.In June 2022, President Chakwera stripped Vice President Saulos Chilima’s powers after the ACB accused Chilima of corruption. In November, the ACB arrested Chilima for allegedly receiving funds from Zuneth Sattar, a Malawi-born businessman active in the United Kingdom, in return for awarding government contracts to firms connected to Sattar. Chilima remained in office at year’s end.In December 2022, ACB chief Martha Chizuma was arrested over comments recorded in January; in those comments, Chizuma expressed her concern that the ACB’s investigation into the Sattar affair was being impeded. Chizuma had been criticized for breaching an oath to secrecy, though observers tied her arrest to the ACB’s investigation of Vice President Chilima.",2,The government lacks budgetary transparency and does not make year-end budget audit reports public. President Chakwera regularly appears before lawmakers to answer their questions. Government ministers occasionally appear before the media to address major issues and answer journalists’ questions.High-level officials are legally required to declare their assets and other financial interests while in public service.,3
malaysia,"While elected officials determine and implement government policy, an unfair electoral framework has historically weakened their legitimacy. Decision-making power has typically been concentrated in the hands of the prime minister and his close advisers.Elected lawmakers were unable to fulfill their functions for much of 2021, as Prime Minister Muhyiddin had imposed a COVID-19-related state of emergency in January that allowed him to rule by decree. Parliament and state legislatures were suspended, as were elections, and opposition lawmakers accused Muhyiddin of using the emergency declaration to avoid a no-confidence vote. Parliament was reconvened that July, while the state of emergency expired at the beginning of August. There was no repetition of the tactic during 2022, and Parliament was not dissolved until October, ahead of the general elections. ",2,"The Malaysian Anti-Corruption Commission is responsible for fighting corruption. While successful prosecutions have been on the rise in recent years, corruption in government and state-owned enterprises is still considered endemic.In August 2022, former BN prime minister Najib Razak was sent to prison after the Federal Court upheld his 12-year sentence for offenses linked to the 1MDB corruption and fraud scandal. He had originally been arrested in 2018 and convicted in 2020. Rosmah Mansor, Najib’s wife, was sentenced to 10 years in prison in September 2022 for soliciting and receiving bribes; she filed an appeal and remained free at year’s end. Also in September, the High Court acquitted UMNO president and former deputy prime minister Ahmad Zahid Hamidi of some corruption charges, though others were still pending. He later returned to the post of deputy prime minister in Anwar’s cabinet.",2,A lack of independent oversight regarding state-affiliated companies and investment funds has long created conditions conducive to corruption. Efforts to pass a freedom of information act and other transparency-related reforms have stalled in recent years.,2
maldives,"Elected officials are generally able to determine and implement government policies, though former president Yameen disrupted the parliament’s functioning in his attempts to retain the presidency in the 2018 election. The parliament was able to operate without similar obstructions after President Solih’s 2018 inauguration and the 2019 parliamentary elections.",2,"Corruption remains endemic at all levels of government. The Anti-Corruption Commission (ACC) has been only moderately effective, often launching investigations and taking other actions in response to public complaints, but rarely holding powerful figures to account for abuses. Whistleblowers and journalists reporting on corruption have been jailed or forced into exile over their activities.The Solih government has taken steps to combat corruption by launching a whistleblower web portal, creating legal protections for whistleblowers, and pursuing corruption cases against high-level officials from the Yameen administration. Yameen himself was convicted of money laundering in 2019, though in November 2021 the Supreme Court overturned his conviction. In 2022, in a separate case, he was once again convicted of money laundering and accepting a bribe and sentenced to 11 years in prison.In December 2021, three members of the Anti-Corruption Commission (ACC) resigned following a decision by the Parliament’s Committee on Independent Institutions to dismiss them; the committee’s decision was presaged by an audit concluding that the members had failed to formulate a plan to address backlogged corruption cases. The commission was reconstituted with new members in March 2022.",1,"State contracts for infrastructure and other projects have often been awarded through unclear processes widely suspected to involve bribery and kickbacks. The Solih administration has not immediately revised changes to public finance rules by the previous government that introduced opacity.While the constitution requires the president, cabinet ministers, and members of parliament to submit annual asset declarations, these are not required to be made public and relevant agencies have resisted disclosing compliance with this rule. In 2019, Solih and his cabinet publicly disclosed their personal finances, but Transparency International raised concerns about the accuracy and consistency of these disclosures. The Right to Information Act has been increasingly effective in forcing government institutions to make information and processes more transparent. In 2021, a total of 2,624 requests were submitted to government institutions, with 2,473 receiving responses, according to the Information Commissioner’s office.",1
mali,"President Keïta was elected in a generally credible poll in 2018, and the National Assembly that took office in 2013 was also freely elected. That parliament remained in place beyond the end of its mandate, however, with elections eventually held in March and April 2020. The August 2020 coup d’état replaced an elected national government with a military regime; a second coup in May 2021 reinforced the military’s hold on power, causing renewed uncertainty about the reintroduction of civilian rule. A civilian, Choguel Maïga, was appointed as prime minister in June 2021, but several key government positions were filled by military leaders. Prime Minister Maïga was temporarily replaced by Colonel Abdoulaye Maïga in August 2022 after suffering a stroke; the civilian prime minister was reinstated in December. A transition deadline of March 2024 was formalized in June 2022 as part of an agreement reached by ECOWAS and Malian authorities. The agreement was followed by the lifting of the sanctions ECOWAS had placed on Mali that January in response to delays in the planned transition to civilian government. Though there has been some consultation with political parties and civil society, the transition process has also been criticized as unilateral and undemocratic by some stakeholders.In June 2022, Goïta announced that the government had created a commission to draft a new constitution, which would be put to a referendum in 2023. A preliminary draft constitution was delivered to Goïta in October, but was not made public; a final draft had not been completed before year’s end. Opposition figures criticized the proposed constitution on a number of grounds, expressing concern that it would concentrate power in the hands of the president and dismay that it had not been drafted by a democratic, civilian government.The volatile security situation in northern and central Mali has limited the effective territorial reach of government authority. There have been credible reports in recent years, including 2022, that the Wagner Group—a Russian government–linked private military group—was operating in Mali. Malian authorities have confirmed the presence of Russian military advisers in Mali, but have denied that Wagner mercenaries are operating in the country.",0,"Corruption remains a problem in government, notably in public procurement. Bribery and embezzlement of public funds is common, and impunity for corrupt officials is the norm. The Office of the Auditor General is an independent agency responsible for analyzing public spending, but despite its identification of sizable cases of embezzlement, very few prosecutions have taken place. After the 2020 coup d’état, the CNSP launched a crackdown on apparent abuses by government officials but took little action to fight corruption within the military. In July 2022, arrest warrants were issued for a number of former government officials, including former prime minister Cissé, purportedly for the crime of forgery, among other things. However, some have expressed concern that the warrants represent a possible attempt to prevent the officials from contesting the 2024 presidential election.In 2021, former prime minister Soumeylou Boubèye Maïga and former finance minister Bouaré Fily Sissoko were arrested on fraud charges in connection with the 2014 purchase of a presidential plane and $40 million in military equipment contracts. Maïga remained in custody until his death in March 2022.",1,"Government operations remain generally opaque, and Mali does not have a comprehensive legal framework for freedom of information. While numerous laws provide for public access to some official documents and information, they are replete with extensive and vague exceptions. Journalists have faced obstacles when attempting to obtain information, particularly about military expenditures. Opposition figures have criticized the constitution drafting process undertaken in 2022, and some have called for a more democratic drafting process. The draft constitution was not made public when it was submitted to military leadership in October.",1
malta,"Elected representatives are generally able to make policy without undue interference. Constitutional reforms adopted in 2020 were designed to reinforce the independence of the president and the judiciary, but the CoE has continued to call for stronger institutional checks on the government.",4,"Anticorruption efforts are weak, and senior government officials and businesspeople have been linked to corruption and influence peddling in recent years. The Permanent Commission against Corruption (PCAC), created in 1988, lacks independent prosecutorial authority. The 2020 constitutional reforms empowered it to send its findings to the attorney general for further action. Also under the reforms, legislators—rather than the prime minister—select the PCAC chairperson. Nevertheless, the commission has limited resources and has not shown tangible results.In January 2022, police searched the residence of former prime minister Joseph Muscat as part of a corruption investigation involving a private company’s 2018 deal to operate three state-owned hospitals. Separately during 2022, Yorgen Fenech, a stakeholder in energy firm Electrogas Malta, was awaiting trial for allegedly orchestrating the 2017 murder of Caruana Galizia. The journalist had accused the company of involvement in corruption before her death.GRECO and its Committee of Experts on the Evaluation of Anti–Money Laundering Measures and the Financing of Terrorism reported in 2021 that Malta was making progress in fighting money laundering, and in June 2022 the Financial Action Task Force, an intergovernmental money laundering watchdog, removed Malta from its “grey list” of countries that are subject to special monitoring.",2,"Malta has a Freedom of Information Act and asset disclosure rules for public officials. However, journalists’ information requests are rarely answered. The Shift, an online news outlet, remained locked in a legal battle with the government during 2022 over a series of information requests dating to 2020, despite favorable rulings from the country’s data protection commissioner.Government contracts are often withheld from the public. In 2021, the National Audit Office criticized an opaque 2015 agreement allowing a private company to operate three public hospitals, which were transferred to a second contractor in 2018 after the first firm collapsed. The auditor noted a lack of documentation, the initial contractor’s failure to meet its obligations, and concerns surrounding the company’s financial condition, among other issues.",3
marshall-islands,"There are no undue restrictions on the elected government’s ability to form and implement laws and policies. A body of chieftains from the Ralik and Ratak Island chains, the Council of Iroij, has an advisory role under the constitution. Its 12 members can offer joint opinions and request reconsideration of any bill affecting customary law, traditional practices, land tenure, and related matters. Concerns of Chinese influence persist, despite the RMI’s trade deal with Taiwan and deep ties to the United States.The RMI has close relations with the United States under the 1986 CFA, which allows the US military to operate in the RMI in exchange for defense guarantees and development assistance.",4,"Corruption has been a chronic problem, though auditing bodies and the independent courts are somewhat effective in detecting abuses and holding officials accountable. High-ranking public officials, however, are rarely prosecuted for corruption. Corruption is most prevalent in the allocation of foreign aid, government procurement, and transfers. The number of fraud cases prosecuted by the auditor general increased in both 2019 and 2020, a possible sign of added effectiveness due to new funding from the World Bank. In 2020, a three-year review of the government’s passport program found numerous internal control and compliance problems. Over 500 passports had been issued to non-Indigenous Marshallese who did not have evidence of legal citizenship. In several instances, passport applications were approved without the required documentation at the instruction of high-ranking officials.According to an indictment issued in the United States in September 2022, two naturalized Marshallese citizens allegedly paid thousands of dollars in bribes to at least five elected officials in the RMI between 2016 and 2020 in return for their support for the creation of a special foreign investment zone on Rongelap Atoll. A resolution endorsing the concept was passed by the Nitijela in March 2020 with the support of the bribed officials, though no further action had been taken as of year-end 2022. The pair accused of bribery—Cary Yan and Gina Zhou, originally from China—were indicted on several corruption charges in the United States in September 2022 and pleaded guilty to conspiring to bribe RMI officials in December.",3,"There is no strong legal mechanism for obtaining access to government information, but documents can often be obtained through the courts. Auditors have repeatedly found invalid or poorly documented spending practices at government ministries, agencies, and state-owned enterprises.",3
mauritania,"The executive dominates the legislative branch. The president has the power to dissolve the National Assembly, but lawmakers cannot impeach the president. The military still maintains significant influence on policymaking.",1,"Corruption is widespread. Numerous laws address corruption, money laundering, and terrorist financing, but they are not effectively enforced. Public contracts are typically awarded in exchange for bribes or on the basis of patronage. Bribes are often necessary for ordinary government processes like obtaining licenses and permits.While the Ould Ghazouani government has publicly expressed its desire to combat corruption, critics claimed it has used anticorruption efforts to target political opponents. In April 2022, Prime Minister Ould Bilal vowed to complete a new anticorruption strategy and professionalize auditing bodies.In 2021, former president Ould Abdel Aziz was charged with corruption, money laundering, and misappropriation of public funds; he was bailed in January 2022 for medical reasons. His passports were due to be returned in September as he prepared to travel abroad for medical care. In June, the Senalioune news outlet reported that Ould Abdel Aziz may have accumulated $90 million in cash along with significant land holdings through corruption. In December, his case was formally referred to an anticorruption court.",2,"The government does not operate with transparency, particularly in granting mining and fishing licenses, land distribution, government contracts, and tax payments.",1
mauritius,"Elected representatives are duly seated, and the government has been able to make policy without interference or major political disruptions.",4,"The Prevention of Corruption Act of 2002 covers most dishonest, fraudulent, and abusive governance practices but is inconsistently applied. Prime Minister Jugnauth has repeatedly come under scrutiny. In June 2022, Mauritius Telecom CEO Sherry Singh, a longtime ally of Jugnauth, resigned, accusing Jugnauth of asking him to allow a third party to install equipment to monitor internet traffic. Transparency Mauritius, an organization associated with Transparency International, condemned Jugnauth for refusing to allow an independent investigation into allegations against him. This fueled concerns in civil society about a slide towards autocracy while renewing accusations of corruption. A significant minority of international business leaders see corruption as pervasive throughout Mauritius’s government and police. According to Afrobarometer polling, nearly all Mauritians believe corruption is pervasive and involves the prime minister, members of parliament, civil servants, municipal leaders, police, and judges.There is no legislation that provides legal protection for whistleblowers.",3,"The government openly debates the country’s budget in the National Assembly, publishes it and other legislation online and in the press, and maintains a National Open Data Portal. The Mauritian government is routinely criticized by both domestic and international analysts for not being meritocratic. International organizations, including the International Monetary Fund, World Bank, and Transparency International, continued to raise concerns about fiscal transparency in 2022, particularly the impact it has on government services and marginalized communities.",3
mexico,"Organized crime and related violence have limited the effective governing authority of elected officials in some areas of the country, as well as of the federal government. Members of organized crime groups have persisted in their attempts to infiltrate local governments in order to plunder municipal coffers and ensure their own impunity, a practice that has influenced electoral dynamics. The notorious mass disappearance of 43 students in 2014 was linked to a deeply corrupt local government collaborating with a drug gang, as well as corrupt or complicit members of various state security forces. In the most violent regions, the provision of public services has become more difficult, as public sector employees face extortion and pressure to divert public funds.",2,"Official corruption remains a serious problem. Despite Mexico’s relatively comprehensive anticorruption framework, implementation of existing mechanisms is lacking in practice and high levels of impunity persist. The billions of dollars in illegal drug money that enter the country each year from the United States profoundly affect politics, as does rampant public-contract fraud and other forms of siphoning off state funds. Attempts to prosecute officials for alleged involvement in corrupt or criminal activity have often failed due to the weakness of police and judicial capacity.The López Obrador administration has made the pursuit of corruption a mantra, and a series of prominent figures from the Peña Nieto administration have been indicted or arrested on graft charges. However, critics describe López Obrador’s anticorruption efforts as politicized and generally ineffective. Political opponents are arrested with great fanfare, but few convictions have occurred. In contrast, investigations involving government allies and favored institutions are rare or perfunctory.",1,"Despite some limitations, several freedom of information laws passed since 2002 have successfully strengthened transparency at the federal level, though enforcement is uneven across states. In recent years, the government has failed to release relevant information on some of the country’s most controversial issues, including abuses by the security forces. The military, assigned ever-expanding roles under López Obrador, is one of the least transparent state institutions. A 2021 decree shielding public infrastructure projects from transparency and other administrative requirements was vocally denounced by transparency advocates. President López Obrador has repeatedly suggested shuttering the INAI in recent years, prompting criticism by transparency advocates.",2
micronesia,"Elected officials determine and implement policy and legislation at the federal level, though considerable authority is vested in the states and their elected governments. Some leading politicians from Chuuk, by far the most populous state, have advocated independence from the FSM in recent years, and the issue remained a topic of public discussion under the guidance of the Chuuk Political Status Commission. Opponents of Chuuk’s secession have argued that its separation from the FSM would be unconstitutional. A referendum planned for 2019 has been delayed several times.In 2021, the government announced that it would move to end its membership in the Pacific Islands Forum (PIF) along with four other member states due to a disagreement over who the body’s next secretary-general should be. The decision to leave was slated to take effect in 2022, but FSM leaders agreed to “pause” their decision to break away in February of that year. The FSM remained part of the organization at year-end 2022, after the PIF agreed to reforms mandating that the body’s general secretariat will be rotated between its Micronesian, Polynesian, and Melanesian regional blocs.The FSM relies on defense guarantees and economic assistance from the United States under a 1986 Compact of Free Association (CFA), which extends through 2023. In 2019, the funding and security commitments of the CFA were reaffirmed by the United States. In July 2021, Palikir and Washington reached an agreement on the construction of a US military base in the FSM. Negotiations with the United States over the renewal of the CFA continued during 2022. China has become an increasingly important partner for trade and development aid in recent years. Though its role does not amount to an undue interference in FSM governance, citizens and officials have been wary of it becoming so.",4,"Official corruption is a problem and a source of public discontent. Complaints about misuse of public resources are frequent, particularly from US authorities overseeing aid funds. Government entities responsible for combating corruption, including the attorney general’s office and public auditor, are independent and fairly effective, though some corrupt officials reportedly enjoy impunity.",3,"Government operations and legislative processes are generally transparent, though there is no comprehensive law guaranteeing public access to government information. Limited technical capacity and the country’s sprawling geography pose practical barriers to openness and accountability. Officials are not legally obliged to submit asset disclosures.In 2020, the Chuuk Office of the Public Auditor warned that records related to the state debt-relief fund were improperly maintained, and that financial statements did not fully report liabilities to the public.",3
